date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-09-16,ATH@TB,Henry Bolte,ATH,TB,1,3,Home Run,Henry Bolte homers (11) on a fly ball to center field.,Yes,95,47.3,Longshot,No,No
2026-09-16,ATH@TB,Tommy White,ATH,TB,1,3,Home Run,Tommy White homers (3) on a fly ball to left field.,Yes,183,34.5,Longshot,No,No
2026-09-16,ATL@CHC,Alex Bregman,CHC,ATL,1,4,Home Run,Alex Bregman homers (26) on a fly ball to left field.,Yes,117,45.4,Longshot,No,No
2026-09-16,ATL@CHC,Pete Crow-Armstrong,CHC,ATL,2,"3, 7",Home Run,Pete Crow-Armstrong homers (43) on a fly ball to right field. / Pete Crow-Armstrong homers (44) on a fly ball to right center field.,Yes,27,57.6,Longshot,No,No
2026-09-16,BAL@NYM,Christian Encarnacion-Strand,BAL,NYM,1,3,Home Run,Christian Encarnacion-Strand homers (10) on a fly ball to left center field. Coby Mayo scores.,Yes,48,53.7,Longshot,No,No
2026-09-16,BAL@NYM,Jeremiah Jackson,BAL,NYM,1,2,Home Run,Jeremiah Jackson homers (9) on a fly ball to center field. Christian Encarnacion-Strand scores.,Yes,130,43.9,Longshot,No,No
2026-09-16,BAL@NYM,Pete Alonso,BAL,NYM,1,1,Home Run,Pete Alonso homers (37) on a fly ball to left center field.,Yes,4,64.0,Tier 3,Yes,Yes
2026-09-16,BAL@NYM,Samuel Basallo,BAL,NYM,1,3,Home Run,Samuel Basallo homers (18) on a fly ball to center field.,Yes,63,51.0,Longshot,No,No
2026-09-16,BOS@TEX,Willson Contreras,BOS,TEX,1,1,Home Run,Willson Contreras homers (27) on a fly ball to left center field. Wilyer Abreu scores.,Yes,32,56.5,Longshot,No,No
2026-09-16,KC@HOU,John Rave,KC,HOU,1,4,Home Run,John Rave homers (6) on a fly ball to right field. Michael Massey scores.,Yes,126,44.1,Longshot,No,No
2026-09-16,KC@HOU,Michael Massey,KC,HOU,1,8,Home Run,Michael Massey homers (12) on a fly ball to right field.,Yes,115,45.5,Longshot,No,No
2026-09-16,KC@HOU,Yainer Diaz,HOU,KC,1,9,Home Run,Yainer Diaz homers (12) on a line drive to left field.,Yes,111,45.6,Longshot,No,No
2026-09-16,LAD@CIN,Dane Myers,CIN,LAD,1,5,Home Run,Dane Myers homers (7) on a fly ball to right center field.,Yes,162,38.7,Longshot,No,No
2026-09-16,LAD@CIN,Elly De La Cruz,CIN,LAD,1,3,Home Run,Elly De La Cruz homers (28) on a fly ball to right field. Matt McLain scores.,Yes,42,54.6,Longshot,No,No
2026-09-16,MIA@AZ,Gabriel Moreno,AZ,MIA,1,5,Home Run,Gabriel Moreno homers (15) on a fly ball to left field.,Yes,64,51.0,Longshot,No,No
2026-09-16,MIA@AZ,Jakob Marsee,MIA,AZ,1,3,Home Run,Jakob Marsee homers (11) on a fly ball to right center field. Javier Sanoja scores.,Yes,80,49.2,Longshot,No,No
2026-09-16,MIA@AZ,Nolan Arenado,AZ,MIA,1,8,Home Run,Nolan Arenado homers (26) on a line drive to left center field.,Yes,133,43.5,Longshot,No,No
2026-09-16,MIA@AZ,Pavin Smith,AZ,MIA,1,2,Home Run,Pavin Smith homers (2) on a fly ball to right center field.,Yes,160,39.1,Longshot,No,No
2026-09-16,MIL@PIT,Brandon Lowe,PIT,MIL,1,5,Home Run,Brandon Lowe homers (31) on a fly ball to right field. Konnor Griffin scores.,Yes,33,56.3,Longshot,No,No
2026-09-16,MIL@PIT,Oneil Cruz,PIT,MIL,1,4,Home Run,Oneil Cruz homers (19) on a line drive to right field.,Yes,7,62.0,Tier 3,Yes,Yes
2026-09-16,MIL@PIT,Rafael Flores Jr.,PIT,MIL,1,6,Home Run,Rafael Flores Jr. homers (9) on a fly ball to right center field.,Yes,35,55.7,Longshot,No,No
2026-09-16,SD@COL,Ethan Salas,SD,COL,2,"2, 5",Home Run,Ethan Salas homers (1) on a fly ball to center field. / Ethan Salas homers (2) on a fly ball to right field. Samad Taylor scores.,Yes,136,43.1,Longshot,No,No
2026-09-16,SD@COL,Kyle Karros,COL,SD,1,6,Home Run,Kyle Karros homers (12) on a fly ball to center field. Connor Norby scores.,Yes,76,49.7,Longshot,No,No
