date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-06-29,CIN@MIL,Brice Turang,MIL,CIN,1,7,Home Run,Brice Turang homers (12) on a fly ball to center field.,Yes,82,51.8,Longshot,No,No
2026-06-29,CIN@MIL,Elly De La Cruz,CIN,MIL,1,5,Home Run,Elly De La Cruz homers (13) on a fly ball to left center field. Edwin Arroyo scores.,Yes,55,54.3,Longshot,No,No
2026-06-29,CIN@MIL,Joey Ortiz,MIL,CIN,1,8,Home Run,Joey Ortiz homers (2) on a fly ball to center field. Sal Frelick scores.,Yes,214,36.2,Longshot,No,No
2026-06-29,DET@NYY,Amed Rosario,NYY,DET,1,8,Home Run,Amed Rosario homers (8) on a line drive to left center field. Jasson Domínguez scores. Spencer Jones scores.,No,,,,No,No
2026-06-29,LAA@SEA,Cole Young,SEA,LAA,2,"3, 6",Home Run,Cole Young homers (8) on a fly ball to center field. / Cole Young homers (9) on a fly ball to right field. Josh Naylor scores.,Yes,153,44.5,Longshot,No,No
2026-06-29,LAA@SEA,Dominic Canzone,SEA,LAA,1,6,Home Run,Dominic Canzone homers (13) on a fly ball to right center field.,Yes,20,61.7,Tier 3,Yes,No
2026-06-29,LAA@SEA,Zach Neto,LAA,SEA,1,3,Home Run,Zach Neto homers (18) on a fly ball to left center field.,Yes,71,52.8,Longshot,No,No
2026-06-29,LAD@ATH,Andy Pages,LAD,ATH,1,4,Home Run,Andy Pages homers (16) on a fly ball to left field. Miguel Rojas scores.,Yes,107,49.0,Longshot,No,No
2026-06-29,LAD@ATH,Colby Thomas,ATH,LAD,1,2,Home Run,Colby Thomas homers (3) on a fly ball to right center field.,Yes,31,59.3,Longshot,No,No
2026-06-29,LAD@ATH,Max Muncy,LAD,ATH,1,4,Home Run,Max Muncy homers (17) on a fly ball to right center field.,Yes,122,47.6,Longshot,No,No
2026-06-29,LAD@ATH,Shohei Ohtani,LAD,ATH,1,6,Home Run,Shohei Ohtani homers (18) on a line drive to right field. Miguel Rojas scores. Dalton Rushing scores.,Yes,23,60.7,Tier 3,No,No
2026-06-29,MIA@COL,Griffin Conine,MIA,COL,1,5,Home Run,Griffin Conine homers (3) on a fly ball to right field. Xavier Edwards scores. Kyle Stowers scores.,No,,,,No,No
2026-06-29,MIA@COL,Hunter Goodman,COL,MIA,1,7,Home Run,Hunter Goodman homers (26) on a fly ball to left center field.,Yes,13,62.9,Tier 3,Yes,No
