date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-06-15,COL@CHC,Cole Carrigg,COL,CHC,1,8,Home Run,Cole Carrigg homers (3) on a fly ball to left field. Tyler Freeman scores. Hunter Goodman scores.,Yes,27,56.5,Longshot,No,No
2026-06-15,COL@CHC,Pete Crow-Armstrong,CHC,COL,1,1,Home Run,Pete Crow-Armstrong homers (13) on a fly ball to center field.,Yes,11,62.8,Tier 3,Yes,No
2026-06-15,DET@HOU,Colt Keith,DET,HOU,3,"3, 7, 9",Home Run,Colt Keith homers (2) on a fly ball to right center field. Dillon Dingler scores. / Colt Keith homers (3) on a fly ball to right field. Dillon Dingler scores. / Colt Keith homers (4) on a fly ball to left field.,Yes,132,42.0,Longshot,No,No
2026-06-15,DET@HOU,Isaac Paredes,HOU,DET,1,3,Home Run,Isaac Paredes homers (10) on a fly ball to left field. Christian Walker scores.,Yes,142,40.7,Longshot,No,No
2026-06-15,DET@HOU,Jose Altuve,HOU,DET,1,3,Home Run,Jose Altuve homers (7) on a fly ball to left center field.,Yes,144,40.3,Longshot,No,No
2026-06-15,DET@HOU,Kevin McGonigle,DET,HOU,1,2,Home Run,Kevin McGonigle homers (5) on a fly ball to right field.,Yes,108,45.5,Longshot,No,No
2026-06-15,DET@HOU,Spencer Torkelson,DET,HOU,1,3,Home Run,Spencer Torkelson homers (12) on a fly ball to left field.,Yes,111,45.1,Longshot,No,No
2026-06-15,KC@WSH,Dylan Crews,WSH,KC,1,5,Home Run,Dylan Crews homers (4) on a fly ball to left field. James Wood scores. Luis García Jr. scores.,Yes,75,50.3,Longshot,No,No
2026-06-15,LAA@AZ,Donovan Walton,LAA,AZ,1,9,Home Run,Donovan Walton homers (2) on a fly ball to right center field.,Yes,120,44.1,Longshot,No,No
2026-06-15,LAA@AZ,Mike Trout,LAA,AZ,1,5,Home Run,Mike Trout homers (16) on a fly ball to right field.,Yes,9,65.1,Tier 3,Yes,Yes
2026-06-15,LAA@AZ,Pavin Smith,AZ,LAA,1,7,Home Run,Pavin Smith homers (1) on a fly ball to right field.,Yes,171,31.8,Longshot,No,No
2026-06-15,MIA@PHI,Gabriel Rincones Jr.,PHI,MIA,1,2,Home Run,Gabriel Rincones Jr. homers (1) on a fly ball to right field.,Yes,149,39.2,Longshot,No,No
2026-06-15,MIA@PHI,J.T. Realmuto,PHI,MIA,1,5,Home Run,J.T. Realmuto homers (5) on a line drive to left field. Bryson Stott scores.,Yes,99,47.0,Longshot,No,No
2026-06-15,MIN@TEX,Byron Buxton,MIN,TEX,1,6,Home Run,Byron Buxton homers (23) on a fly ball to left center field.,Yes,8,66.6,Tier 3,Yes,Yes
2026-06-15,MIN@TEX,Joc Pederson,TEX,MIN,1,3,Home Run,Joc Pederson homers (9) on a fly ball to right field. Elias Díaz scores.,Yes,106,45.7,Longshot,No,No
2026-06-15,MIN@TEX,Josh Bell,MIN,TEX,1,1,Home Run,Josh Bell homers (8) on a fly ball to left field. Austin Martin scores. Royce Lewis scores.,Yes,47,53.2,Longshot,No,No
2026-06-15,NYM@CIN,Eugenio Suárez,CIN,NYM,2,"1, 2",Home Run,Eugenio Suárez homers (6) on a fly ball to left center field. Sal Stewart scores. / Eugenio Suárez hits a grand slam (7) to center field. Edwin Arroyo scores. JJ Bleday scores. Sal Stewart scores.,Yes,84,49.1,Longshot,No,No
2026-06-15,NYM@CIN,JJ Bleday,CIN,NYM,1,8,Home Run,JJ Bleday homers (13) on a fly ball to right center field. Matt McLain scores. Tyler Stephenson scores.,Yes,19,59.7,Longshot,Yes,No
2026-06-15,PIT@ATH,Endy Rodríguez,PIT,ATH,1,8,Home Run,Endy Rodríguez homers (3) on a line drive to left center field.,No,,,,No,No
2026-06-15,PIT@ATH,Jeff McNeil,ATH,PIT,1,4,Home Run,Jeff McNeil homers (3) on a fly ball to right field. Lawrence Butler scores.,Yes,164,35.1,Longshot,No,No
2026-06-15,PIT@ATH,Nick Kurtz,ATH,PIT,2,"2, 7",Home Run,Nick Kurtz homers (17) on a line drive to left center field. Jeff McNeil scores. / Nick Kurtz homers (18) on a fly ball to left field. Henry Bolte scores. Jeff McNeil scores.,Yes,6,68.3,Tier 3,Yes,Yes
2026-06-15,TB@LAD,Kyle Tucker,LAD,TB,1,2,Home Run,Kyle Tucker homers (6) on a fly ball to right center field. Mookie Betts scores. Max Muncy scores.,Yes,101,46.2,Longshot,No,No
2026-06-15,TB@LAD,Miguel Rojas,LAD,TB,1,7,Home Run,Miguel Rojas homers (2) on a fly ball to left center field.,No,,,,No,No
2026-06-15,TB@LAD,Ryan Vilade,TB,LAD,1,1,Home Run,Ryan Vilade homers (4) on a fly ball to left field. Junior Caminero scores.,Yes,25,56.9,Longshot,No,No
