date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-09-06,MIN@CWS,Brooks Lee,MIN,CWS,1,7,Home Run,Brooks Lee homers (23) on a fly ball to right center field.,Yes,82,41.2,Longshot,No,No
2026-09-06,MIN@CWS,Kyle Teel,CWS,MIN,1,8,Home Run,Kyle Teel homers (3) on a fly ball to center field. Braden Montgomery scores. Tristan Peters scores.,Yes,66,45.3,Longshot,No,No
2026-09-06,MIN@CWS,Randal Grichuk,CWS,MIN,1,8,Home Run,Randal Grichuk homers (12) on a fly ball to left field.,No,,,,No,No
2026-09-06,NYY@SD,Fernando Tatis Jr.,SD,NYY,1,1,Home Run,Fernando Tatis Jr. homers (20) on a line drive to right field.,Yes,16,57.0,Longshot,Yes,No
2026-09-06,NYY@SD,Jake Cronenworth,SD,NYY,1,1,Home Run,Jake Cronenworth homers (5) on a line drive to left field.,Yes,72,44.0,Longshot,No,No
2026-09-06,NYY@SD,Luis Campusano,SD,NYY,1,7,Home Run,Luis Campusano homers (7) on a fly ball to left center field.,Yes,81,41.8,Longshot,No,No
2026-09-06,NYY@SD,Manny Machado,SD,NYY,1,1,Home Run,Manny Machado homers (26) on a line drive to center field.,Yes,19,55.1,Longshot,Yes,No
2026-09-06,STL@COL,Jake McCarthy,COL,STL,1,8,Home Run,Jake McCarthy homers (15) on a fly ball to right field.,Yes,46,49.7,Longshot,No,No
2026-09-06,STL@COL,Mickey Moniak,COL,STL,1,3,Home Run,Mickey Moniak homers (22) on a fly ball to center field. Cole Carrigg scores. TJ Rumfield scores.,Yes,12,58.3,Longshot,Yes,No
2026-09-06,STL@COL,Nolan Gorman,STL,COL,1,5,Home Run,Nolan Gorman homers (9) on a fly ball to center field. Joshua Báez scores.,Yes,31,52.3,Longshot,No,No
2026-09-06,TB@TEX,Corey Seager,TEX,TB,1,8,Home Run,Corey Seager homers (15) on a fly ball to left center field.,Yes,13,58.0,Longshot,Yes,No
2026-09-06,TB@TEX,Jake Burger,TEX,TB,2,"2, 4",Home Run,Jake Burger homers (24) on a fly ball to left center field. / Jake Burger homers (25) on a fly ball to center field. Wyatt Langford scores.,Yes,32,51.9,Longshot,No,No
2026-09-06,WSH@LAD,CJ Abrams,WSH,LAD,1,4,Home Run,CJ Abrams homers (30) on a fly ball to center field.,Yes,65,45.5,Longshot,No,No
2026-09-06,WSH@LAD,Mookie Betts,LAD,WSH,1,8,Home Run,Mookie Betts homers (18) on a fly ball to left center field. Alex Call scores. Tommy Edman scores.,Yes,80,42.3,Longshot,No,No
