date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-08-28,AZ@SF,Bryce Eldridge,SF,AZ,1,1,Home Run,Bryce Eldridge homers (15) on a fly ball to right field.,Yes,6,65.7,Tier 3,Yes,Yes
2026-08-28,AZ@SF,Christian Koss,SF,AZ,1,4,Home Run,Christian Koss homers (1) on a fly ball to left field. Turner Hill scores.,Yes,188,40.7,Longshot,No,No
2026-08-28,AZ@SF,Corbin Carroll,AZ,SF,1,3,Home Run,Corbin Carroll homers (19) on a fly ball to center field. Lars Nootbaar scores.,No,,,,No,No
2026-08-28,AZ@SF,Lars Nootbaar,AZ,SF,1,1,Home Run,Lars Nootbaar homers (5) on a fly ball to center field.,No,,,,No,No
2026-08-28,AZ@SF,Tim Tawa,AZ,SF,1,3,Home Run,Tim Tawa homers (9) on a fly ball to left center field. Geraldo Perdomo scores. Nolan Arenado scores.,No,,,,No,No
2026-08-28,BAL@ATH,Jonah Heim,ATH,BAL,1,7,Home Run,Jonah Heim homers (12) on a fly ball to right field.,Yes,169,42.5,Longshot,No,No
2026-08-28,BOS@NYY,Paul Goldschmidt,NYY,BOS,1,3,Home Run,Paul Goldschmidt homers (17) on a fly ball to left center field.,Yes,78,51.3,Longshot,No,No
2026-08-28,COL@ATL,Michael Harris II,ATL,COL,1,5,Home Run,Michael Harris II homers (22) on a fly ball to right field. Ronald Acuña Jr. scores.,Yes,9,63.9,Tier 3,Yes,Yes
2026-08-28,CWS@MIN,Brooks Lee,MIN,CWS,1,1,Home Run,Brooks Lee homers (22) on a fly ball to right center field. Luke Keaschall scores.,Yes,64,52.7,Longshot,No,No
2026-08-28,CWS@MIN,Colson Montgomery,CWS,MIN,1,1,Home Run,Colson Montgomery homers (28) on a fly ball to right field. Andrew Benintendi scores. Braden Montgomery scores.,Yes,47,54.5,Longshot,No,No
2026-08-28,CWS@MIN,Kody Clemens,MIN,CWS,1,1,Home Run,Kody Clemens homers (22) on a fly ball to right field.,Yes,15,60.6,Tier 3,Yes,No
2026-08-28,KC@CLE,Carter Jensen,KC,CLE,1,9,Home Run,Carter Jensen homers (19) on a fly ball to right center field. Tyler Tolbert scores.,Yes,26,57.8,Longshot,No,No
2026-08-28,MIA@WSH,Brady House,WSH,MIA,1,3,Home Run,Brady House homers (10) on a fly ball to left center field. CJ Abrams scores. Daylen Lile scores.,Yes,127,46.9,Longshot,No,No
2026-08-28,MIA@WSH,Harry Ford,WSH,MIA,1,7,Home Run,Harry Ford homers (3) on a fly ball to center field.,Yes,182,41.4,Longshot,No,No
2026-08-28,MIA@WSH,Heriberto Hernández,MIA,WSH,1,8,Home Run,Heriberto Hernández homers (21) on a fly ball to center field.,Yes,29,57.0,Longshot,No,No
2026-08-28,PHI@LAA,Edmundo Sosa,PHI,LAA,1,9,Home Run,Edmundo Sosa hits a grand slam (6) to center field. Alec Bohm scores. Justin Crawford scores. J.T. Realmuto scores.,No,,,,No,No
2026-08-28,PIT@STL,Jimmy Crooks,STL,PIT,1,3,Home Run,Jimmy Crooks homers (5) on a fly ball to right field. Nolan Gorman scores.,Yes,176,42.0,Longshot,No,No
2026-08-28,SD@TB,Cedric Mullins,TB,SD,1,7,Home Run,"Umpire reviewed (fan interference), call on the field was upheld: Cedric Mullins homers (14) on a fly ball to right field.",Yes,200,39.3,Longshot,No,No
2026-08-28,SD@TB,Jackson Merrill,SD,TB,1,6,Home Run,Jackson Merrill homers (22) on a fly ball to right center field. Ty France scores.,Yes,65,52.3,Longshot,No,No
2026-08-28,SD@TB,Yandy Díaz,TB,SD,1,3,Home Run,Yandy Díaz homers (20) on a fly ball to right field.,Yes,117,47.8,Longshot,No,No
2026-08-28,SEA@TOR,Dominic Canzone,SEA,TOR,1,1,Home Run,Dominic Canzone homers (20) on a fly ball to right center field.,Yes,48,54.4,Longshot,No,No
2026-08-28,SEA@TOR,George Springer,TOR,SEA,1,5,Home Run,George Springer homers (14) on a fly ball to left field.,Yes,49,54.0,Longshot,No,No
2026-08-28,SEA@TOR,Kazuma Okamoto,TOR,SEA,1,6,Home Run,Kazuma Okamoto homers (27) on a fly ball to left field.,Yes,50,53.9,Longshot,No,No
2026-08-28,SEA@TOR,Nathan Lukes,TOR,SEA,1,5,Home Run,Nathan Lukes homers (10) on a fly ball to right field.,Yes,102,49.2,Longshot,No,No
2026-08-28,TEX@MIL,Danny Jansen,TEX,MIL,1,3,Home Run,Danny Jansen homers (5) on a fly ball to left field.,Yes,233,33.4,Longshot,No,No
