date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-07-07,ATH@DET,Colt Keith,DET,ATH,1,1,Home Run,Colt Keith homers (7) on a fly ball to right center field. Kevin McGonigle scores.,Yes,117,49.0,Longshot,No,No
2026-07-07,ATH@DET,Henry Bolte,ATH,DET,1,3,Home Run,Henry Bolte homers (3) on a fly ball to left field.,Yes,220,38.8,Longshot,No,No
2026-07-07,ATL@PIT,Ryan O'Hearn,PIT,ATL,3,"1, 3, 6",Home Run,Ryan O'Hearn hits a grand slam (14) to right center field. Jake Mangum scores. Brandon Lowe scores. Bryan Reynolds scores. / Ryan O'Hearn homers (15) on a fly ball to center field. Bryan Reynolds scores. Esmerlyn Valdez scores. / Ryan O'Hearn homers (16) on a fly ball to right field. Jake Mangum scores. Brandon Lowe scores.,Yes,158,45.3,Longshot,No,No
2026-07-07,AZ@SD,Jake Cronenworth,SD,AZ,1,1,Home Run,Jake Cronenworth homers (3) on a fly ball to right field. Jackson Merrill scores. Gavin Sheets scores.,Yes,122,48.6,Longshot,No,No
2026-07-07,BOS@CWS,Andruw Monasterio,BOS,CWS,1,2,Home Run,Andruw Monasterio homers (4) on a fly ball to left field.,Yes,198,40.9,Longshot,No,No
2026-07-07,BOS@CWS,Ceddanne Rafaela,BOS,CWS,1,2,Home Run,Ceddanne Rafaela homers (8) on a fly ball to left field. Connor Wong scores.,Yes,140,47.0,Longshot,No,No
2026-07-07,CLE@MIN,Rhys Hoskins,CLE,MIN,1,2,Home Run,Rhys Hoskins homers (8) on a fly ball to center field.,Yes,121,48.7,Longshot,No,No
2026-07-07,COL@LAD,Shohei Ohtani,LAD,COL,1,1,Home Run,Shohei Ohtani homers (20) on a line drive to center field.,Yes,1,71.9,Tier 2,Yes,Yes
2026-07-07,HOU@WSH,James Wood,WSH,HOU,1,1,Home Run,James Wood homers (25) on a fly ball to right center field.,Yes,2,71.8,Tier 2,Yes,Yes
2026-07-07,HOU@WSH,Jose Altuve,HOU,WSH,1,8,Home Run,Jose Altuve homers (10) on a fly ball to left center field.,Yes,223,38.5,Longshot,No,No
2026-07-07,HOU@WSH,José Tena,WSH,HOU,1,9,Home Run,José Tena homers (5) on a fly ball to right center field.,No,,,,No,No
2026-07-07,KC@NYM,A.J. Ewing,NYM,KC,1,2,Home Run,A.J. Ewing homers (6) on a fly ball to right field. Luis Torrens scores.,Yes,83,52.3,Longshot,No,No
2026-07-07,KC@NYM,Juan Soto,NYM,KC,1,4,Home Run,Juan Soto homers (20) on a fly ball to center field. Luis Torrens scores. A.J. Ewing scores.,Yes,3,68.3,Tier 3,Yes,Yes
2026-07-07,KC@NYM,Nick Loftin,KC,NYM,1,7,Home Run,Nick Loftin homers (4) on a fly ball to left center field. Salvador Perez scores.,Yes,173,43.7,Longshot,No,No
2026-07-07,KC@NYM,Tyler Tolbert,KC,NYM,1,2,Home Run,Tyler Tolbert homers (2) on a line drive to left field. Michael Massey scores.,Yes,225,38.1,Longshot,No,No
2026-07-07,LAA@TEX,Alejandro Osuna,TEX,LAA,1,8,Home Run,Alejandro Osuna homers (1) on a line drive to right field. Ezequiel Duran scores. Justin Foscue scores.,Yes,244,36.0,Longshot,No,No
2026-07-07,LAA@TEX,Justin Foscue,TEX,LAA,1,7,Home Run,Justin Foscue homers (6) on a line drive to left field.,No,,,,No,No
2026-07-07,MIL@STL,Iván Herrera,STL,MIL,1,3,Home Run,Iván Herrera homers (11) on a fly ball to left field.,Yes,115,49.3,Longshot,No,No
2026-07-07,MIL@STL,Joey Ortiz,MIL,STL,1,7,Home Run,Joey Ortiz homers (3) on a fly ball to left center field.,Yes,239,36.7,Longshot,No,No
2026-07-07,MIL@STL,Jordan Walker,STL,MIL,1,1,Home Run,Jordan Walker homers (21) on a fly ball to left field. JJ Wetherholt scores.,Yes,29,58.5,Longshot,No,No
2026-07-07,MIL@STL,Nelson Velázquez,STL,MIL,1,6,Home Run,Nelson Velázquez homers (4) on a fly ball to center field. Jordan Walker scores.,Yes,26,59.1,Longshot,No,No
2026-07-07,NYY@TB,Ben Rice,NYY,TB,1,3,Home Run,Ben Rice homers (26) on a fly ball to left center field. Max Schuemann scores. Trent Grisham scores.,Yes,38,56.6,Longshot,No,No
