date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-07-06,AZ@SD,Geraldo Perdomo,AZ,SD,1,4,Home Run,Geraldo Perdomo homers (6) on a fly ball to right field.,Yes,89,43.1,Longshot,No,No
2026-07-06,AZ@SD,Max Kepler,AZ,SD,1,3,Home Run,Max Kepler homers (1) on a fly ball to right field. Gabriel Moreno scores. Lourdes Gurriel Jr. scores.,Yes,38,53.9,Longshot,No,No
2026-07-06,AZ@SD,Nolan Arenado,AZ,SD,1,6,Home Run,Nolan Arenado homers (10) on a fly ball to left field.,Yes,101,38.9,Longshot,No,No
2026-07-06,COL@LAD,Ezequiel Tovar,COL,LAD,1,5,Home Run,Ezequiel Tovar homers (8) on a fly ball to left field.,Yes,72,47.4,Longshot,No,No
2026-07-06,COL@LAD,Shohei Ohtani,LAD,COL,1,3,Home Run,Shohei Ohtani homers (19) on a fly ball to left center field. Dalton Rushing scores.,Yes,3,68.9,Tier 3,Yes,Yes
2026-07-06,HOU@WSH,Brice Matthews,HOU,WSH,1,8,Home Run,Brice Matthews homers (7) on a line drive to left field. Yainer Diaz scores. Braden Shewmake scores.,Yes,68,47.9,Longshot,No,No
2026-07-06,HOU@WSH,CJ Abrams,WSH,HOU,1,3,Home Run,CJ Abrams homers (19) on a line drive to right field. Luis García Jr. scores. Curtis Mead scores.,Yes,36,54.4,Longshot,No,No
2026-07-06,HOU@WSH,Curtis Mead,WSH,HOU,1,5,Home Run,Curtis Mead homers (15) on a fly ball to left center field.,Yes,47,51.6,Longshot,No,No
2026-07-06,HOU@WSH,James Wood,WSH,HOU,1,5,Home Run,James Wood hits a grand slam (24) to center field. Dylan Crews scores. Jacob Young scores. Nasim Nuñez scores.,Yes,2,72.9,Tier 2,Yes,Yes
2026-07-06,HOU@WSH,Jose Altuve,HOU,WSH,1,2,Home Run,Jose Altuve homers (9) on a fly ball to left field. Braden Shewmake scores. Brice Matthews scores.,Yes,78,46.4,Longshot,No,No
2026-07-06,HOU@WSH,Yainer Diaz,HOU,WSH,1,3,Home Run,Yainer Diaz homers (5) on a fly ball to left field. Cam Smith scores.,Yes,80,46.1,Longshot,No,No
2026-07-06,NYM@ATL,Carson Benge,NYM,ATL,1,2,Home Run,Carson Benge homers (11) on a fly ball to left center field.,Yes,58,50.1,Longshot,No,No
2026-07-06,NYM@ATL,Juan Soto,NYM,ATL,1,9,Home Run,Juan Soto homers (19) on a fly ball to right field. Tyrone Taylor scores. Ronny Mauricio scores.,Yes,5,64.4,Tier 3,Yes,Yes
2026-07-06,NYM@ATL,Matt Olson,ATL,NYM,2,"3, 9",Home Run,Matt Olson homers (23) on a fly ball to right field. / Matt Olson homers (24) on a line drive to left field. Ozzie Albies scores.,Yes,10,61.3,Tier 3,Yes,Yes
2026-07-06,NYY@TB,Ben Rice,NYY,TB,1,9,Home Run,Ben Rice homers (25) on a fly ball to right center field.,Yes,9,61.7,Tier 3,Yes,Yes
2026-07-06,NYY@TB,José Caballero,NYY,TB,2,"5, 8",Home Run,José Caballero homers (9) on a fly ball to left center field. Jasson Domínguez scores. Jazz Chisholm Jr. scores. / José Caballero homers (10) on a fly ball to left center field.,Yes,121,33.9,Longshot,No,No
2026-07-06,TOR@SF,Heliot Ramos,SF,TOR,2,"6, 8",Home Run,Heliot Ramos homers (7) on a fly ball to right field. Willy Adames scores. Victor Bericoto scores. / Heliot Ramos homers (8) on a fly ball to left center field. Bryce Eldridge scores.,Yes,29,56.3,Longshot,No,No
2026-07-06,TOR@SF,Kazuma Okamoto,TOR,SF,1,6,Home Run,Kazuma Okamoto homers (20) on a fly ball to left center field.,Yes,61,49.2,Longshot,No,No
