rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,663728,Cal Raleigh,SEA,ATH,2026-09-06T01:40:00Z,Warmup,4,Jeffrey Springs,605488,L,61.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",61.2,47.2,38.9,94.9,75.0,83.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 9.2% barrel, 31.5 HR allowed",fly-ball profile; pitcher allows elevated contact,16.49,42.39,90.25,101.2377,0.4441,0.2446,0.3297,75.06,52.39,54.22,42.92,32.7,0.2391,9.15,35.69,87.81,0.4471,0.1946,32.51,None,72,T-Mobile Park,
2,686527,Dominic Canzone,SEA,ATH,2026-09-06T01:40:00Z,Warmup,2,Jeffrey Springs,605488,L,55.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",55.1,47.7,38.9,100.0,50.0,30.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,1,"Last 7 games: 6/30, 1 HR","same-side matchup; pitcher baseline 9.2% barrel, 31.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.89,45.85,91.39,102.5227,0.5008,0.2255,0.3627,74.08,41.92,39.97,26.23,18.0,0.2132,9.15,35.69,87.81,0.4471,0.1946,32.51,None,72,T-Mobile Park,
3,668227,Randy Arozarena,SEA,ATH,2026-09-06T01:40:00Z,Warmup,1,Jeffrey Springs,605488,L,53.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.8,47.7,38.9,93.2,78.0,54.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 31.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.05,44.23,90.88,100.9567,0.4191,0.1704,0.3424,71.39,25.15,35.03,24.45,23.5,0.1915,9.15,35.69,87.81,0.4471,0.1946,32.51,None,72,T-Mobile Park,
4,677594,Julio Rodríguez,SEA,ATH,2026-09-06T01:40:00Z,Warmup,3,Jeffrey Springs,605488,L,53.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",45.8,47.7,38.9,96.6,78.0,6.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,31,0,"Last 7 games: 5/31, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 31.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.31,44.71,90.54,102.7187,0.4552,0.1894,0.3391,76.68,67.34,38.07,26.33,23.6,0.1713,9.15,35.69,87.81,0.4471,0.1946,32.51,None,72,T-Mobile Park,
5,680869,Zack Gelof,ATH,SEA,2026-09-06T01:40:00Z,Warmup,3,George Kirby,669923,R,51.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",40.7,40.7,38.9,96.6,50.0,79.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.4,44.4,88.87,99.8012,0.3816,0.1774,0.2848,73.22,27.43,39.25,28.85,12.5,0.1806,7.34,41.73,89.83,0.4004,0.1444,24.66,None,72,T-Mobile Park,
6,671732,Lawrence Butler,ATH,SEA,2026-09-06T01:40:00Z,Warmup,4,George Kirby,669923,R,49.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",35.7,40.7,38.9,94.9,80.0,28.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.08,46.08,90.01,101.9848,0.3821,0.1437,0.3162,73.63,37.67,34.47,21.37,14.7,0.1469,7.34,41.73,89.83,0.4004,0.1444,24.66,None,72,T-Mobile Park,
7,703607,Henry Bolte,ATH,SEA,2026-09-06T01:40:00Z,Warmup,1,George Kirby,669923,R,48.4,Longshot,Watch List,Premium Lineup Spot,35.9,40.7,38.9,93.2,50.0,68.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.2,47.9,91.0,104.2975,0.366,0.12,0.312,77.0,72.5,32.5,15.6,8.0,0.112,7.34,41.73,89.83,0.4004,0.1444,24.66,None,72,T-Mobile Park,
8,691777,Max Muncy,ATH,SEA,2026-09-06T01:40:00Z,Warmup,6,George Kirby,669923,R,44.7,Longshot,Watch List,Strong Barrel,35.2,40.7,38.9,76.2,50.0,46.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.87,39.68,88.5,100.8368,0.3586,0.1472,0.281,73.87,43.16,43.1,22.79,8.3,0.1615,7.34,41.73,89.83,0.4004,0.1444,24.66,None,72,T-Mobile Park,
9,643446,Jeff McNeil,ATH,SEA,2026-09-06T01:40:00Z,Warmup,2,George Kirby,669923,R,44.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",12.5,40.7,38.9,100.0,80.0,71.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.86,30.8,86.71,96.5729,0.3775,0.1034,0.3139,69.37,5.72,43.84,23.89,9.2,0.126,7.34,41.73,89.83,0.4004,0.1444,24.66,None,72,T-Mobile Park,
10,641680,Jonah Heim,ATH,SEA,2026-09-06T01:40:00Z,Warmup,5,George Kirby,669923,R,44.0,Longshot,Watch List,Platoon Edge,24.1,38.7,38.9,86.4,75.0,40.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","switch hitter; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.52,34.01,88.03,97.9422,0.3656,0.1396,0.2872,69.77,9.1,40.7,27.83,12.4,0.161,7.34,41.73,89.83,0.4004,0.1444,24.66,None,72,T-Mobile Park,
