rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,695578,James Wood,WSH,COL,2026-07-22T00:40:00Z,Pre-Game,1,Michael Lorenzen,547179,R,77.8,Tier 2,Best Overall,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",84.3,51.6,88.2,93.2,80.0,82.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 17.3 HR allowed",EV profile; pitcher fly-ball pressure modest,20.32,58.61,94.86,106.3664,0.5693,0.2995,0.4058,76.56,66.48,30.19,26.55,28.9,0.2631,8.73,44.24,90.21,0.4629,0.1805,25.31,Out To CF,91,Coors Field,
2,696100,Hunter Goodman,COL,WSH,2026-07-22T00:40:00Z,Pre-Game,3,Carson Palmquist,687223,L,68.2,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",61.7,41.1,88.2,96.6,78.0,85.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 3.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.12,46.41,91.01,102.9846,0.4814,0.2406,0.3352,75.1,51.31,49.12,31.01,30.3,0.2833,9.44,32.72,89.6,0.4061,0.1743,28.87,Out To CF,91,Coors Field,
3,545361,Mike Trout,LAA,STL,2026-07-22T01:38:00Z,Pre-Game,2,Matthew Liberatore,669461,L,68.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",69.1,55.6,68.2,100.0,78.0,14.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,18.32,48.74,90.76,103.3895,0.5202,0.2698,0.3881,74.77,49.48,39.73,33.03,20.4,0.2224,9.83,42.15,90.67,0.4629,0.1885,28.66,Out To CF,82,Angel Stadium,
4,671277,Luis García Jr.,WSH,COL,2026-07-22T00:40:00Z,Pre-Game,2,Michael Lorenzen,547179,R,64.1,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",47.7,51.6,88.2,100.0,80.0,31.6,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 17.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.05,46.22,91.32,101.7629,0.4924,0.203,0.3502,73.31,34.58,40.1,21.56,18.8,0.2321,8.73,44.24,90.21,0.4629,0.1805,25.31,Out To CF,91,Coors Field,
5,682928,CJ Abrams,WSH,COL,2026-07-22T00:40:00Z,Pre-Game,4,Michael Lorenzen,547179,R,62.6,Tier 3,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",41.1,51.6,88.2,94.9,80.0,58.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 17.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.56,41.37,89.54,100.1526,0.4395,0.1854,0.3349,72.68,26.76,44.5,29.5,21.1,0.225,8.73,44.24,90.21,0.4629,0.1805,25.31,Out To CF,91,Coors Field,
6,682829,Elly De La Cruz,CIN,SEA,2026-07-22T01:40:00Z,Pre-Game,1,Luis Castillo,622491,R,61.4,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",57.8,50.5,44.4,93.2,75.0,73.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,30,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.8% barrel, 15.3 HR allowed",EV profile; pitcher fly-ball pressure modest,13.38,50.01,93.38,104.3437,0.4695,0.2017,0.3528,74.99,50.18,36.08,25.73,17.8,0.2089,9.77,44.44,90.23,0.4278,0.173,27.44,In From LF,90,T-Mobile Park,
7,687263,Zach Neto,LAA,STL,2026-07-22T01:38:00Z,Pre-Game,1,Matthew Liberatore,669461,L,60.8,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",49.0,55.6,68.2,93.2,78.0,19.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 17.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.23,41.28,89.81,100.1337,0.4313,0.2139,0.3188,71.19,13.23,47.34,35.24,21.1,0.2114,9.83,42.15,90.67,0.4629,0.1885,28.66,Out To CF,82,Angel Stadium,
8,677588,José Tena,WSH,COL,2026-07-22T00:40:00Z,Pre-Game,3,Michael Lorenzen,547179,R,60.6,Tier 3,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",36.1,51.6,88.2,96.6,80.0,46.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,13,1,"Last 7 games: 4/13, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 17.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.54,47.71,91.16,102.3785,0.3864,0.1378,0.3104,73.04,33.84,30.67,17.43,3.5,0.1498,8.73,44.24,90.21,0.4629,0.1805,25.31,Out To CF,91,Coors Field,
9,701398,Sal Stewart,CIN,SEA,2026-07-22T01:40:00Z,Pre-Game,2,Luis Castillo,622491,R,59.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",62.3,52.2,44.4,100.0,50.0,32.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","same-side matchup; pitcher baseline 9.8% barrel, 15.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.59,44.31,91.97,101.7028,0.5201,0.2575,0.3653,72.45,28.47,38.29,32.37,15.5,0.2403,9.77,44.44,90.23,0.4278,0.173,27.44,In From LF,90,T-Mobile Park,
10,686527,Dominic Canzone,SEA,CIN,2026-07-22T01:40:00Z,Pre-Game,3,Chase Burns,695505,R,59.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",62.0,41.4,44.4,96.6,80.0,32.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 9.9 HR allowed",EV profile; pitcher fly-ball pressure modest,14.57,48.93,92.65,103.1754,0.5148,0.2388,0.3676,74.29,44.96,40.67,26.37,13.8,0.2307,9.29,39.89,89.5,0.356,0.1474,29.29,In From LF,90,T-Mobile Park,
