date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-07-09,ATH@DET,Eduardo Valencia,DET,ATH,1,7,Home Run,Eduardo Valencia homers (1) on a fly ball to center field.,No,,,,No,No
2026-07-09,ATH@DET,Jake Rogers,DET,ATH,1,3,Home Run,Jake Rogers homers (3) on a fly ball to left field.,Yes,139,38.5,Longshot,No,No
2026-07-09,ATH@DET,Zach McKinstry,DET,ATH,1,5,Home Run,Zach McKinstry homers (4) on a fly ball to right center field. Kerry Carpenter scores.,Yes,170,29.8,Longshot,No,No
2026-07-09,ATL@PIT,Bryan Reynolds,PIT,ATL,1,3,Home Run,Bryan Reynolds homers (14) on a fly ball to right field.,Yes,26,56.9,Longshot,No,No
2026-07-09,ATL@PIT,Esmerlyn Valdez,PIT,ATL,1,3,Home Run,Esmerlyn Valdez homers (7) on a fly ball to left field.,Yes,5,62.4,Tier 3,Yes,Yes
2026-07-09,ATL@PIT,Jake Mangum,PIT,ATL,1,4,Home Run,Jake Mangum homers (2) on a fly ball to right field. Jared Triolo scores.,Yes,122,41.5,Longshot,No,No
2026-07-09,ATL@PIT,Jim Jarvis,ATL,PIT,1,4,Home Run,Jim Jarvis homers (1) on a fly ball to right field. Mike Yastrzemski scores.,Yes,144,36.6,Longshot,No,No
2026-07-09,ATL@PIT,Matt Olson,ATL,PIT,1,1,Home Run,Matt Olson homers (25) on a fly ball to right field.,Yes,2,66.3,Tier 3,Yes,Yes
2026-07-09,ATL@PIT,Mike Yastrzemski,ATL,PIT,1,9,Home Run,Mike Yastrzemski hits a grand slam (6) to right field. Matt Olson scores. Drake Baldwin scores. Dominic Smith scores.,Yes,82,47.7,Longshot,No,No
2026-07-09,AZ@SD,Manny Machado,SD,AZ,1,2,Home Run,Manny Machado homers (19) on a fly ball to right field.,Yes,29,56.2,Longshot,No,No
2026-07-09,AZ@SD,Nolan Arenado,AZ,SD,1,6,Home Run,Nolan Arenado homers (11) on a fly ball to left center field.,No,,,,No,No
2026-07-09,BOS@CWS,Caleb Durbin,BOS,CWS,1,4,Home Run,Caleb Durbin homers (9) on a fly ball to left field. Romy Gonzalez scores.,Yes,113,43.4,Longshot,No,No
2026-07-09,CHC@BAL,Seiya Suzuki,CHC,BAL,1,6,Home Run,Seiya Suzuki homers (15) on a fly ball to left field.,Yes,34,55.1,Longshot,No,No
2026-07-09,CHC@BAL,Tyler O'Neill,BAL,CHC,1,2,Home Run,Tyler O'Neill homers (6) on a fly ball to center field.,Yes,37,54.3,Longshot,No,No
2026-07-09,COL@SF,Bryce Eldridge,SF,COL,1,4,Home Run,Bryce Eldridge homers (8) on a fly ball to right field.,Yes,46,53.3,Longshot,No,No
2026-07-09,COL@SF,Casey Schmitt,SF,COL,1,1,Home Run,Casey Schmitt homers (18) on a fly ball to center field.,Yes,83,47.3,Longshot,No,No
2026-07-09,COL@SF,Willi Castro,COL,SF,1,4,Home Run,Willi Castro homers (7) on a fly ball to left center field. Hunter Goodman scores.,Yes,138,38.9,Longshot,No,No
2026-07-09,COL@SF,Willy Adames,SF,COL,1,8,Home Run,Willy Adames homers (15) on a fly ball to left field. Rafael Devers scores.,Yes,125,41.0,Longshot,No,No
2026-07-09,LAA@TEX,Brandon Nimmo,TEX,LAA,1,1,Home Run,Brandon Nimmo homers (9) on a line drive to left center field.,Yes,63,50.3,Longshot,No,No
2026-07-09,LAA@TEX,Ezequiel Duran,TEX,LAA,1,3,Home Run,Ezequiel Duran homers (8) on a fly ball to center field. Brandon Nimmo scores.,Yes,132,40.0,Longshot,No,No
2026-07-09,LAA@TEX,Justin Foscue,TEX,LAA,1,4,Home Run,Justin Foscue homers (7) on a fly ball to center field.,Yes,49,53.0,Longshot,No,No
2026-07-09,MIL@STL,Brice Turang,MIL,STL,1,7,Home Run,Brice Turang homers (13) on a fly ball to center field.,Yes,60,51.0,Longshot,No,No
2026-07-09,MIL@STL,Jake Bauers,MIL,STL,1,3,Home Run,Jake Bauers homers (17) on a line drive to right field. Jackson Chourio scores. Brice Turang scores.,Yes,27,56.8,Longshot,No,No
2026-07-09,MIL@STL,Jordan Walker,STL,MIL,1,6,Home Run,Jordan Walker homers (22) on a fly ball to left field. JJ Wetherholt scores. Alec Burleson scores.,Yes,18,59.0,Longshot,Yes,No
2026-07-09,SEA@MIA,Dominic Canzone,SEA,MIA,1,8,Home Run,Dominic Canzone homers (15) on a fly ball to center field. Randy Arozarena scores.,Yes,16,59.6,Longshot,Yes,No
2026-07-09,SEA@MIA,Griffin Conine,MIA,SEA,1,2,Home Run,Griffin Conine homers (4) on a fly ball to right field.,Yes,85,47.2,Longshot,No,No
2026-07-09,SEA@MIA,Randy Arozarena,SEA,MIA,1,5,Home Run,Randy Arozarena homers (10) on a fly ball to center field.,Yes,68,49.5,Longshot,No,No
