date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-07-03,BAL@CIN,Samuel Basallo,BAL,CIN,1,3,Home Run,Samuel Basallo homers (13) on a fly ball to left center field. Adley Rutschman scores.,Yes,10,64.0,Tier 3,Yes,Yes
2026-07-03,BOS@LAA,Caleb Durbin,BOS,LAA,1,5,Home Run,Caleb Durbin homers (8) on a line drive to left field.,Yes,202,34.4,Longshot,No,No
2026-07-03,BOS@LAA,Jose Siri,LAA,BOS,1,8,Home Run,Jose Siri homers (5) on a fly ball to right center field.,Yes,161,41.0,Longshot,No,No
2026-07-03,CWS@CLE,Miguel Vargas,CWS,CLE,1,5,Home Run,Miguel Vargas homers (20) on a fly ball to left field. Tristan Peters scores. Sam Antonacci scores.,Yes,13,62.8,Tier 3,Yes,No
2026-07-03,MIA@ATH,Heriberto Hernández,MIA,ATH,1,1,Home Run,Heriberto Hernández homers (9) on a fly ball to center field. Otto Lopez scores. Xavier Edwards scores.,No,,,,No,No
2026-07-03,MIA@ATH,Jakob Marsee,MIA,ATH,1,1,Home Run,Jakob Marsee homers (5) on a fly ball to right field.,Yes,203,34.1,Longshot,No,No
2026-07-03,MIA@ATH,Kyle Stowers,MIA,ATH,2,"6, 8",Home Run,Kyle Stowers homers (9) on a fly ball to right field. / Kyle Stowers homers (10) on a fly ball to right center field. Liam Hicks scores.,Yes,66,53.0,Longshot,No,No
2026-07-03,MIA@ATH,Nick Kurtz,ATH,MIA,1,3,Home Run,Nick Kurtz homers (20) on a fly ball to center field. Alika Williams scores.,Yes,17,60.7,Tier 3,Yes,No
2026-07-03,MIA@ATH,Owen Caissie,MIA,ATH,1,9,Home Run,Owen Caissie homers (11) on a fly ball to left field. Esteury Ruiz scores.,Yes,102,48.3,Longshot,No,No
2026-07-03,MIL@AZ,Garrett Mitchell,MIL,AZ,1,2,Home Run,"Umpire reviewed (home run), call on the field was upheld: Garrett Mitchell homers (8) on a fly ball to center field. Jake Bauers scores.",Yes,83,51.7,Longshot,No,No
2026-07-03,MIN@NYY,Ben Rice,NYY,MIN,1,3,Home Run,Ben Rice homers (24) on a fly ball to right field. Trent Grisham scores.,Yes,4,67.4,Tier 3,Yes,Yes
2026-07-03,MIN@NYY,Kody Clemens,MIN,NYY,1,1,Home Run,Kody Clemens homers (15) on a fly ball to left center field.,Yes,11,63.5,Tier 3,Yes,No
2026-07-03,MIN@NYY,Trent Grisham,NYY,MIN,1,1,Home Run,Trent Grisham homers (9) on a fly ball to right field.,Yes,9,65.1,Tier 3,Yes,Yes
2026-07-03,NYM@ATL,Juan Soto,NYM,ATL,1,3,Home Run,Juan Soto homers (18) on a fly ball to left field. A.J. Ewing scores.,Yes,7,65.6,Tier 3,Yes,Yes
2026-07-03,NYM@ATL,Matt Olson,ATL,NYM,2,"5, 8",Home Run,Matt Olson homers (21) on a fly ball to right center field. / Matt Olson homers (22) on a fly ball to right field.,Yes,35,57.0,Longshot,No,No
2026-07-03,NYM@ATL,Michael Harris II,ATL,NYM,1,2,Home Run,Michael Harris II homers (15) on a fly ball to center field. Mauricio Dubón scores.,Yes,87,50.8,Longshot,No,No
2026-07-03,NYM@ATL,Ozzie Albies,ATL,NYM,1,3,Home Run,Ozzie Albies homers (14) on a fly ball to right field.,Yes,158,41.4,Longshot,No,No
2026-07-03,PIT@WSH,Bryan Reynolds,PIT,WSH,1,3,Home Run,Bryan Reynolds homers (12) on a fly ball to center field.,Yes,46,55.2,Longshot,No,No
2026-07-03,PIT@WSH,Daylen Lile,WSH,PIT,2,"2, 8",Home Run,Daylen Lile homers (9) on a line drive to center field. / Daylen Lile homers (10) on a fly ball to right field. Dylan Crews scores.,Yes,118,46.2,Longshot,No,No
2026-07-03,PIT@WSH,José Tena,WSH,PIT,1,3,Home Run,José Tena homers (4) on a fly ball to center field. James Wood scores.,Yes,71,52.5,Longshot,No,No
2026-07-03,PIT@WSH,Luis García Jr.,WSH,PIT,2,"1, 7",Home Run,Luis García Jr. homers (17) on a line drive to right field. / Luis García Jr. homers (18) on a line drive to right field. Nasim Nuñez scores.,Yes,20,60.1,Tier 3,Yes,No
2026-07-03,SD@LAD,Jackson Merrill,SD,LAD,1,4,Home Run,Jackson Merrill homers (10) on a fly ball to center field.,Yes,167,40.6,Longshot,No,No
2026-07-03,SD@LAD,Teoscar Hernández,LAD,SD,1,7,Home Run,Teoscar Hernández hits a grand slam (8) to center field. Mookie Betts scores. Max Muncy scores. Kyle Tucker scores.,No,,,,No,No
2026-07-03,SF@COL,Ezequiel Tovar,COL,SF,1,2,Home Run,Ezequiel Tovar homers (7) on a fly ball to right center field. Kyle Karros scores.,Yes,188,37.1,Longshot,No,No
2026-07-03,SF@COL,Jake McCarthy,COL,SF,2,"1, 5",Home Run,Jake McCarthy homers (8) on a fly ball to right center field. / Jake McCarthy hits a grand slam (9) to right center field. Edouard Julien scores. Kyle Karros scores. Ezequiel Tovar scores.,Yes,131,44.6,Longshot,No,No
2026-07-03,SF@COL,Rafael Devers,SF,COL,1,6,Home Run,Rafael Devers homers (16) on a fly ball to right field.,Yes,14,62.2,Tier 3,Yes,No
2026-07-03,STL@CHC,Bryan Torres,STL,CHC,1,7,Home Run,Bryan Torres homers (4) on a fly ball to right field.,No,,,,No,No
2026-07-03,STL@CHC,Masyn Winn,STL,CHC,1,4,Home Run,Masyn Winn homers (4) on a fly ball to left center field. Nelson Velázquez scores. Alec Burleson scores.,Yes,154,41.7,Longshot,No,No
2026-07-03,STL@CHC,Nathan Church,STL,CHC,1,2,Home Run,Nathan Church homers (8) on a fly ball to right field. José Fermín scores. Blaze Jordan scores.,Yes,178,38.2,Longshot,No,No
2026-07-03,TB@HOU,Junior Caminero,TB,HOU,1,7,Home Run,Junior Caminero homers (25) on a fly ball to left field.,Yes,30,58.1,Longshot,No,No
