date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-06-20,BAL@LAD,Shohei Ohtani,LAD,BAL,1,9,Home Run,Shohei Ohtani homers (16) on a fly ball to center field.,No,,,,No,No
2026-06-20,BOS@SEA,Wilyer Abreu,BOS,SEA,1,4,Home Run,Wilyer Abreu homers (9) on a fly ball to center field. Anthony Seigler scores.,Yes,15,58.8,Longshot,Yes,No
2026-06-20,CLE@HOU,Kyle Manzardo,CLE,HOU,1,3,Home Run,Kyle Manzardo hits a home run (9). Travis Bazzana scores.,Yes,53,49.7,Longshot,No,No
2026-06-20,CLE@HOU,Travis Bazzana,CLE,HOU,2,"1, 5",Home Run,Travis Bazzana homers (6) on a fly ball to right center field. / Travis Bazzana homers (7) on a fly ball to right center field. Steven Kwan scores. Patrick Bailey scores.,Yes,128,42.2,Longshot,No,No
2026-06-20,LAA@ATH,Denzer Guzman,LAA,ATH,1,7,Home Run,Denzer Guzman homers (2) on a fly ball to left field.,Yes,154,39.9,Longshot,No,No
2026-06-20,MIL@ATL,Ozzie Albies,ATL,MIL,2,"5, 9",Home Run,Ozzie Albies homers (11) on a fly ball to right center field. / Ozzie Albies homers (12) on a fly ball to right field. Matt Olson scores.,Yes,131,41.7,Longshot,No,No
2026-06-20,MIN@AZ,Byron Buxton,MIN,AZ,1,5,Home Run,Byron Buxton hits a grand slam (24) to right center field. Luke Keaschall scores. Ryan Kreidler scores. Trevor Larnach scores.,Yes,6,66.7,Tier 3,Yes,Yes
2026-06-20,MIN@AZ,Jorge Barrosa,AZ,MIN,1,5,Home Run,Jorge Barrosa homers (2) on a fly ball to right center field. Adrian Del Castillo scores.,Yes,179,35.9,Longshot,No,No
2026-06-20,NYM@PHI,Bryce Harper,PHI,NYM,1,1,Home Run,Bryce Harper homers (16) on a fly ball to right center field.,Yes,19,58.1,Longshot,Yes,No
2026-06-20,NYM@PHI,Carson Benge,NYM,PHI,1,7,Home Run,Carson Benge homers (8) on a fly ball to right center field. Mark Vientos scores.,Yes,51,51.2,Longshot,No,No
2026-06-20,NYM@PHI,Kyle Schwarber,PHI,NYM,3,"3, 3, 7",Home Run,Kyle Schwarber homers (26) on a fly ball to right center field. / Kyle Schwarber homers (27) on a fly ball to right center field. Justin Crawford scores. Trea Turner scores. / Kyle Schwarber homers (28) on a fly ball to right field. Trea Turner scores.,Yes,1,69.1,Tier 3,Yes,Yes
2026-06-20,NYM@PHI,Mark Vientos,NYM,PHI,1,4,Home Run,Mark Vientos homers (9) on a fly ball to left field.,Yes,43,53.4,Longshot,No,No
2026-06-20,PIT@COL,Jake McCarthy,COL,PIT,1,1,Home Run,Jake McCarthy homers (5) on a line drive to center field.,Yes,140,41.0,Longshot,No,No
2026-06-20,PIT@COL,Spencer Horwitz,PIT,COL,1,1,Home Run,Spencer Horwitz homers (10) on a fly ball to right field.,Yes,29,56.1,Longshot,No,No
2026-06-20,SD@TEX,Jake Burger,TEX,SD,1,7,Home Run,Jake Burger homers (13) on a fly ball to right center field. Jarred Kelenic scores.,Yes,86,46.6,Longshot,No,No
2026-06-20,SD@TEX,Manny Machado,SD,TEX,1,10,Home Run,Manny Machado homers (13) on a line drive to left center field. Fernando Tatis Jr. scores. Samad Taylor scores.,Yes,38,53.9,Longshot,No,No
2026-06-20,SF@MIA,Casey Schmitt,SF,MIA,1,4,Home Run,Casey Schmitt homers (16) on a fly ball to center field.,Yes,75,47.7,Longshot,No,No
2026-06-20,SF@MIA,Heriberto Hernández,MIA,SF,1,4,Home Run,Heriberto Hernández homers (7) on a fly ball to left field. Otto Lopez scores.,Yes,92,46.0,Longshot,No,No
2026-06-20,WSH@TB,CJ Abrams,WSH,TB,1,2,Home Run,CJ Abrams homers (16) on a fly ball to right center field.,Yes,57,49.5,Longshot,No,No
2026-06-20,WSH@TB,Dylan Crews,WSH,TB,1,9,Home Run,Dylan Crews homers (5) on a fly ball to center field.,Yes,61,49.4,Longshot,No,No
