date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-07-02,CWS@CLE,Brayan Rocchio,CLE,CWS,1,9,Home Run,Brayan Rocchio homers (6) on a fly ball to right field. Daniel Schneemann scores.,Yes,75,42.7,Longshot,No,No
2026-07-02,CWS@CLE,Chase Meidroth,CWS,CLE,1,6,Home Run,Chase Meidroth homers (7) on a fly ball to right field. Braden Montgomery scores.,Yes,87,39.5,Longshot,No,No
2026-07-02,CWS@CLE,David Fry,CLE,CWS,1,7,Home Run,David Fry homers (6) on a fly ball to left field.,No,,,,No,No
2026-07-02,DET@TEX,Colt Keith,DET,TEX,1,5,Home Run,Colt Keith homers (6) on a fly ball to right center field.,Yes,55,47.5,Longshot,No,No
2026-07-02,DET@TEX,Elias Díaz,TEX,DET,1,2,Home Run,Elias Díaz homers (4) on a fly ball to left center field.,Yes,80,41.8,Longshot,No,No
2026-07-02,DET@TEX,Evan Carter,TEX,DET,1,8,Home Run,Evan Carter homers (7) on a fly ball to center field.,No,,,,No,No
2026-07-02,DET@TEX,Hao-Yu Lee,DET,TEX,1,5,Home Run,Hao-Yu Lee homers (4) on a fly ball to left center field. Zach McKinstry scores.,Yes,93,37.5,Longshot,No,No
2026-07-02,DET@TEX,Josh Smith,TEX,DET,1,6,Home Run,Josh Smith homers (1) on a fly ball to right field.,No,,,,No,No
2026-07-02,SD@LAD,Dalton Rushing,LAD,SD,1,2,Home Run,Dalton Rushing homers (10) on a line drive to center field. Kyle Tucker scores.,Yes,26,56.5,Longshot,No,No
2026-07-02,SD@LAD,Jackson Merrill,SD,LAD,1,2,Home Run,Jackson Merrill homers (9) on a fly ball to left center field.,Yes,18,58.8,Longshot,Yes,No
2026-07-02,SD@LAD,Jake Cronenworth,SD,LAD,1,2,Home Run,Jake Cronenworth homers (2) on a fly ball to right center field. Xander Bogaerts scores. Fernando Tatis Jr. scores.,Yes,70,44.1,Longshot,No,No
2026-07-02,SD@LAD,Manny Machado,SD,LAD,1,1,Home Run,Manny Machado homers (17) on a fly ball to center field. Fernando Tatis Jr. scores.,Yes,15,59.5,Longshot,Yes,No
2026-07-02,STL@ATL,Alec Burleson,STL,ATL,1,9,Home Run,Alec Burleson homers (14) on a fly ball to right field.,Yes,43,49.9,Longshot,No,No
2026-07-02,STL@ATL,Jordan Walker,STL,ATL,1,1,Home Run,Jordan Walker homers (19) on a fly ball to left center field. JJ Wetherholt scores. Iván Herrera scores.,Yes,44,49.5,Longshot,No,No
2026-07-02,STL@ATL,Nathan Church,STL,ATL,1,7,Home Run,Nathan Church homers (7) on a fly ball to right center field. Masyn Winn scores.,Yes,99,35.7,Longshot,No,No
2026-07-02,TB@KC,Carter Jensen,KC,TB,1,1,Home Run,Carter Jensen homers (13) on a fly ball to center field.,Yes,23,57.7,Longshot,No,No
2026-07-02,TB@KC,Cedric Mullins,TB,KC,1,5,Home Run,Cedric Mullins homers (10) on a fly ball to right field. Chandler Simpson scores.,Yes,50,48.3,Longshot,No,No
2026-07-02,TB@KC,Isaac Collins,KC,TB,1,7,Home Run,Isaac Collins homers (4) on a fly ball to center field.,Yes,79,41.9,Longshot,No,No
