date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-07-17,BAL@HOU,Taylor Ward,BAL,HOU,1,8,Home Run,Taylor Ward homers (7) on a fly ball to left center field. Adley Rutschman scores.,Yes,148,45.0,Longshot,No,No
2026-07-17,CIN@COL,Elly De La Cruz,CIN,COL,1,9,Home Run,Elly De La Cruz homers (16) on a fly ball to center field.,Yes,65,53.9,Longshot,No,No
2026-07-17,CIN@COL,Eugenio Suárez,CIN,COL,1,6,Home Run,Eugenio Suárez homers (12) on a fly ball to left field.,No,,,,No,No
2026-07-17,CIN@COL,Spencer Steer,CIN,COL,2,"6, 8",Home Run,Spencer Steer homers (15) on a fly ball to left field. JJ Bleday scores. / Spencer Steer hits an inside-the-park home run (16) on a fly ball to right-center field.,Yes,140,46.0,Longshot,No,No
2026-07-17,CIN@COL,Willi Castro,COL,CIN,1,7,Home Run,Willi Castro homers (8) on a fly ball to left field.,Yes,85,51.6,Longshot,No,No
2026-07-17,CWS@TOR,Brandon Valenzuela,TOR,CWS,1,6,Home Run,Brandon Valenzuela homers (8) on a fly ball to right field.,Yes,179,41.3,Longshot,No,No
2026-07-17,CWS@TOR,George Springer,TOR,CWS,1,5,Home Run,George Springer homers (10) on a fly ball to left field.,Yes,90,51.2,Longshot,No,No
2026-07-17,CWS@TOR,Luis Urías,TOR,CWS,1,4,Home Run,Luis Urías homers (2) on a line drive to left field.,Yes,216,34.6,Longshot,No,No
2026-07-17,CWS@TOR,Sam Antonacci,CWS,TOR,1,2,Home Run,Sam Antonacci homers (7) on a fly ball to right field. Chase Meidroth scores.,Yes,184,40.8,Longshot,No,No
2026-07-17,LAD@NYY,Max Muncy,LAD,NYY,1,7,Home Run,Max Muncy homers (18) on a fly ball to right field. Mookie Betts scores.,Yes,33,59.6,Longshot,No,No
2026-07-17,MIA@MIL,Griffin Conine,MIA,MIL,1,5,Home Run,Griffin Conine homers (6) on a fly ball to right center field.,Yes,79,52.1,Longshot,No,No
2026-07-17,MIA@MIL,Joey Ortiz,MIL,MIA,1,5,Home Run,Joey Ortiz homers (4) on a fly ball to left field.,Yes,228,32.1,Longshot,No,No
2026-07-17,MIN@CHC,Ryan Jeffers,MIN,CHC,1,3,Home Run,Ryan Jeffers homers (8) on a fly ball to left center field. Tristan Gray scores. Trevor Larnach scores.,Yes,25,61.1,Tier 3,No,No
2026-07-17,SD@KC,Lane Thomas,KC,SD,1,2,Home Run,Lane Thomas homers (8) on a fly ball to left center field.,Yes,115,48.9,Longshot,No,No
2026-07-17,SD@KC,Ty France,SD,KC,1,9,Home Run,Ty France homers (12) on a fly ball to left center field.,Yes,50,56.8,Longshot,No,No
2026-07-17,SF@SEA,Bryce Eldridge,SF,SEA,1,5,Home Run,Bryce Eldridge homers (9) on a fly ball to center field. Drew Cavanaugh scores.,Yes,59,54.5,Longshot,No,No
2026-07-17,SF@SEA,Willy Adames,SF,SEA,1,7,Home Run,Willy Adames hits a grand slam (16) to center field. Casey Schmitt scores. Heliot Ramos scores. Jung Hoo Lee scores.,Yes,195,39.1,Longshot,No,No
2026-07-17,STL@AZ,Corbin Carroll,AZ,STL,1,8,Home Run,Corbin Carroll homers (14) on a fly ball to right field. Geraldo Perdomo scores.,No,,,,No,No
2026-07-17,STL@AZ,JJ Wetherholt,STL,AZ,1,5,Home Run,JJ Wetherholt homers (14) on a fly ball to right center field.,Yes,68,53.6,Longshot,No,No
2026-07-17,STL@AZ,Tim Tawa,AZ,STL,1,3,Home Run,Tim Tawa homers (4) on a fly ball to left field.,No,,,,No,No
2026-07-17,TB@BOS,Carlos Narváez,BOS,TB,1,7,Home Run,Carlos Narváez homers (3) on a fly ball to left field.,No,,,,No,No
2026-07-17,TB@BOS,Junior Caminero,TB,BOS,1,3,Home Run,Junior Caminero homers (29) on a fly ball to left field.,Yes,19,61.8,Tier 3,Yes,No
2026-07-17,TB@BOS,Masataka Yoshida,BOS,TB,1,4,Home Run,Masataka Yoshida homers (4) on a fly ball to right field.,Yes,62,54.2,Longshot,No,No
2026-07-17,TB@BOS,Willson Contreras,BOS,TB,1,1,Home Run,Willson Contreras homers (21) on a fly ball to left center field.,Yes,8,64.6,Tier 3,Yes,Yes
2026-07-17,TB@BOS,Wilyer Abreu,BOS,TB,2,"1, 3",Home Run,Wilyer Abreu homers (12) on a fly ball to right center field. Ceddanne Rafaela scores. / Wilyer Abreu homers (13) on a fly ball to right center field.,Yes,14,62.8,Tier 3,Yes,No
2026-07-17,TEX@ATL,Austin Riley,ATL,TEX,1,8,Home Run,Austin Riley homers (10) on a fly ball to left field.,Yes,77,52.3,Longshot,No,No
2026-07-17,TEX@ATL,Drake Baldwin,ATL,TEX,1,4,Home Run,Drake Baldwin homers (16) on a fly ball to center field. Jim Jarvis scores. Brewer Hicklen scores.,Yes,9,64.0,Tier 3,Yes,Yes
2026-07-17,TEX@ATL,Matt Olson,ATL,TEX,1,4,Home Run,Matt Olson homers (26) on a fly ball to right field.,Yes,5,68.6,Tier 3,Yes,Yes
2026-07-17,WSH@ATH,Andrés Chaparro,WSH,ATH,2,"5, 7",Home Run,Andrés Chaparro homers (2) on a fly ball to left center field. Curtis Mead scores. / Andrés Chaparro homers (3) on a line drive to left field. James Wood scores. Curtis Mead scores.,No,,,,No,No
