date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-09-22,AZ@COL,Mickey Moniak,COL,AZ,1,3,Home Run,Mickey Moniak homers (23) on a fly ball to right center field.,Yes,60,51.5,Longshot,No,No
2026-09-22,AZ@COL,Nolan Arenado,AZ,COL,1,7,Home Run,Nolan Arenado homers (28) on a fly ball to left field.,Yes,23,55.9,Longshot,No,No
2026-09-22,CIN@ATL,Dane Myers,CIN,ATL,1,6,Home Run,Dane Myers homers (8) on a fly ball to center field.,Yes,131,44.7,Longshot,No,No
2026-09-22,CIN@ATL,Elly De La Cruz,CIN,ATL,1,3,Home Run,Elly De La Cruz homers (29) on a line drive to right field.,Yes,3,65.7,Tier 3,Yes,Yes
2026-09-22,CIN@ATL,Eugenio Suárez,CIN,ATL,1,8,Home Run,Eugenio Suárez homers (25) on a fly ball to center field.,Yes,40,54.3,Longshot,No,No
2026-09-22,CLE@BOS,Mickey Gasper,BOS,CLE,1,8,Home Run,Mickey Gasper homers (10) on a fly ball to right field.,No,,,,No,No
2026-09-22,CWS@KC,Brenton Doyle,CWS,KC,1,2,Home Run,Brenton Doyle homers (4) on a fly ball to center field.,Yes,154,42.0,Longshot,No,No
2026-09-22,CWS@KC,Chase Meidroth,CWS,KC,1,3,Home Run,Chase Meidroth homers (16) on a fly ball to left center field. Randal Grichuk scores. Munetaka Murakami scores.,Yes,184,38.8,Longshot,No,No
2026-09-22,CWS@KC,Munetaka Murakami,CWS,KC,1,7,Home Run,Munetaka Murakami homers (33) on a fly ball to right field. Randal Grichuk scores.,No,,,,No,No
2026-09-22,CWS@KC,Nick Loftin,KC,CWS,1,3,Home Run,Nick Loftin homers (8) on a fly ball to left field.,Yes,203,36.1,Longshot,No,No
2026-09-22,CWS@KC,Randal Grichuk,CWS,KC,1,4,Home Run,Randal Grichuk homers (14) on a fly ball to center field. Miguel Vargas scores. Tommy Pham scores.,Yes,64,51.2,Longshot,No,No
2026-09-22,CWS@KC,Vinnie Pasquantino,KC,CWS,1,9,Home Run,Vinnie Pasquantino hits a grand slam (15) to right center field. Tyler Tolbert scores. Jac Caglianone scores. Maikel Garcia scores.,Yes,79,49.4,Longshot,No,No
2026-09-22,HOU@SEA,Christian Walker,HOU,SEA,1,3,Home Run,Christian Walker homers (26) on a line drive to left field. Jose Altuve scores. Yainer Diaz scores.,Yes,159,41.6,Longshot,No,No
2026-09-22,HOU@SEA,Isaac Paredes,HOU,SEA,1,6,Home Run,Isaac Paredes homers (23) on a fly ball to left field.,Yes,160,41.5,Longshot,No,No
2026-09-22,HOU@SEA,Yordan Alvarez,HOU,SEA,1,8,Home Run,Yordan Alvarez homers (41) on a fly ball to right field. Jeremy Peña scores.,Yes,4,65.3,Tier 3,Yes,Yes
2026-09-22,LAA@ATH,Carlos Cortes,ATH,LAA,1,8,Home Run,Carlos Cortes homers (10) on a fly ball to right center field. Alika Williams scores.,No,,,,No,No
2026-09-22,LAA@ATH,Denzer Guzman,LAA,ATH,1,3,Home Run,Denzer Guzman homers (8) on a fly ball to left center field. Mike Trout scores. Vaughn Grissom scores.,Yes,223,34.0,Longshot,No,No
2026-09-22,LAA@ATH,Zack Gelof,ATH,LAA,1,8,Home Run,Zack Gelof homers (20) on a fly ball to left field. Lawrence Butler scores.,Yes,41,54.3,Longshot,No,No
2026-09-22,MIA@CHC,Kyle Stowers,MIA,CHC,1,6,Home Run,Kyle Stowers homers (20) on a fly ball to left center field.,Yes,31,55.2,Longshot,No,No
2026-09-22,MIL@PHI,Brandon Marsh,PHI,MIL,1,2,Home Run,Brandon Marsh homers (18) on a fly ball to right field. Bryson Stott scores.,Yes,142,43.5,Longshot,No,No
2026-09-22,MIN@SF,Walker Jenkins,MIN,SF,1,7,Home Run,Walker Jenkins homers (4) on a fly ball to right field.,Yes,166,40.8,Longshot,No,No
2026-09-22,SD@LAD,Tommy Edman,LAD,SD,1,6,Home Run,Tommy Edman homers (8) on a line drive to left center field.,Yes,226,33.5,Longshot,No,No
2026-09-22,SD@LAD,Will Smith,LAD,SD,1,7,Home Run,Will Smith homers (10) on a fly ball to left field.,Yes,73,50.0,Longshot,No,No
2026-09-22,TB@NYY,Cody Bellinger,NYY,TB,1,4,Home Run,Cody Bellinger homers (17) on a fly ball to right field. Ben Rice scores.,Yes,115,46.4,Longshot,No,No
2026-09-22,WSH@DET,CJ Abrams,WSH,DET,2,"2, 7",Home Run,CJ Abrams homers (32) on a fly ball to right center field. / CJ Abrams homers (33) on a fly ball to right field. Dylan Crews scores.,Yes,63,51.2,Longshot,No,No
