date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-08-01,AZ@CLE,Chase DeLauter,CLE,AZ,1,8,Home Run,Chase DeLauter homers (12) on a fly ball to right center field.,Yes,28,58.1,Longshot,No,No
2026-08-01,AZ@CLE,Corbin Carroll,AZ,CLE,1,7,Home Run,Corbin Carroll homers (16) on a fly ball to center field. James McCann scores. Ryan Waldschmidt scores.,Yes,94,49.3,Longshot,No,No
2026-08-01,AZ@CLE,Geraldo Perdomo,AZ,CLE,1,7,Home Run,Geraldo Perdomo homers (9) on a fly ball to right field.,Yes,212,38.5,Longshot,No,No
2026-08-01,AZ@CLE,Nolan Arenado,AZ,CLE,1,8,Home Run,Nolan Arenado homers (15) on a fly ball to left field.,Yes,218,37.7,Longshot,No,No
2026-08-01,AZ@CLE,Rhys Hoskins,CLE,AZ,1,1,Home Run,Rhys Hoskins homers (12) on a fly ball to center field. Chase DeLauter scores.,Yes,11,64.4,Tier 3,Yes,No
2026-08-01,BOS@LAD,Ceddanne Rafaela,BOS,LAD,2,"1, 3",Home Run,Ceddanne Rafaela homers (13) on a fly ball to left center field. / Ceddanne Rafaela homers (14) on a fly ball to left center field.,Yes,208,38.8,Longshot,No,No
2026-08-01,BOS@LAD,Teoscar Hernández,LAD,BOS,1,2,Home Run,Teoscar Hernández homers (10) on a fly ball to right field. Freddie Freeman scores.,No,,,,No,No
2026-08-01,DET@ATH,Gleyber Torres,DET,ATH,1,5,Home Run,Gleyber Torres homers (6) on a fly ball to right center field. Kevin McGonigle scores.,Yes,188,40.9,Longshot,No,No
2026-08-01,DET@ATH,Henry Bolte,ATH,DET,1,8,Home Run,Henry Bolte homers (4) on a fly ball to center field. Tommy White scores. Lawrence Butler scores.,Yes,183,41.0,Longshot,No,No
2026-08-01,DET@ATH,Kevin McGonigle,DET,ATH,1,1,Home Run,Kevin McGonigle homers (11) on a fly ball to left field.,Yes,130,46.4,Longshot,No,No
2026-08-01,DET@ATH,Max Clark,DET,ATH,1,6,Home Run,Max Clark homers (1) on a fly ball to right center field. Spencer Torkelson scores.,Yes,154,43.9,Longshot,No,No
2026-08-01,KC@COL,Hunter Goodman,COL,KC,2,"3, 7",Home Run,Hunter Goodman homers (32) on a fly ball to left field. Kyle Karros scores. TJ Rumfield scores. / Hunter Goodman homers (33) on a fly ball to left field.,Yes,67,52.7,Longshot,No,No
2026-08-01,KC@COL,Jac Caglianone,KC,COL,1,3,Home Run,Jac Caglianone homers (18) on a fly ball to right field. Tyler Tolbert scores.,Yes,13,63.4,Tier 3,Yes,No
2026-08-01,KC@COL,John Rave,KC,COL,1,9,Home Run,John Rave homers (2) on a fly ball to right field.,No,,,,No,No
2026-08-01,KC@COL,Salvador Perez,KC,COL,1,3,Home Run,Salvador Perez homers (16) on a fly ball to center field.,Yes,38,57.2,Longshot,No,No
2026-08-01,KC@COL,Willi Castro,COL,KC,1,5,Home Run,Willi Castro homers (12) on a fly ball to center field.,Yes,167,43.0,Longshot,No,No
2026-08-01,MIA@NYM,Griffin Conine,MIA,NYM,1,6,Home Run,Griffin Conine homers (10) on a fly ball to right field.,Yes,37,57.2,Longshot,No,No
2026-08-01,MIA@NYM,Javier Sanoja,MIA,NYM,1,2,Home Run,Javier Sanoja homers (4) on a fly ball to left field. Kyle Stowers scores.,Yes,158,43.7,Longshot,No,No
2026-08-01,MIA@NYM,Tyrone Taylor,NYM,MIA,1,2,Home Run,Tyrone Taylor homers (10) on a fly ball to left field. Marcus Semien scores.,Yes,137,45.9,Longshot,No,No
2026-08-01,MIL@LAA,Jake Bauers,MIL,LAA,1,4,Home Run,Jake Bauers homers (20) on a fly ball to right center field.,Yes,83,50.0,Longshot,No,No
2026-08-01,MIN@SEA,Luke Keaschall,MIN,SEA,1,5,Home Run,Luke Keaschall homers (5) on a fly ball to left center field.,Yes,189,40.8,Longshot,No,No
2026-08-01,MIN@SEA,Randy Arozarena,SEA,MIN,1,2,Home Run,Randy Arozarena homers (14) on a fly ball to left field.,Yes,32,57.6,Longshot,No,No
2026-08-01,MIN@SEA,Trevor Larnach,MIN,SEA,1,6,Home Run,Trevor Larnach homers (9) on a fly ball to right center field.,Yes,64,52.8,Longshot,No,No
2026-08-01,NYY@CHC,Nico Hoerner,CHC,NYY,1,7,Home Run,Nico Hoerner homers (6) on a fly ball to left field.,Yes,263,29.8,Longshot,No,No
2026-08-01,NYY@CHC,Spencer Jones,NYY,CHC,1,7,Home Run,Spencer Jones homers (5) on a fly ball to left center field.,No,,,,No,No
2026-08-01,PIT@CIN,Jose Trevino,CIN,PIT,1,5,Home Run,Jose Trevino homers (4) on a fly ball to right field.,Yes,232,36.1,Longshot,No,No
2026-08-01,SF@SD,Freddy Fermin,SD,SF,1,4,Home Run,Freddy Fermin homers (4) on a fly ball to left field. Luis Rengifo scores.,No,,,,No,No
2026-08-01,SF@SD,Osleivis Basabe,SF,SD,1,3,Home Run,Osleivis Basabe homers (1) on a fly ball to left field. Drew Gilbert scores.,No,,,,No,No
