date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-09-20,ATL@HOU,Jose Altuve,HOU,ATL,1,4,Home Run,Jose Altuve homers (16) on a fly ball to left field.,Yes,128,42.3,Longshot,No,No
2026-09-20,ATL@HOU,Mike Yastrzemski,ATL,HOU,1,6,Home Run,Mike Yastrzemski homers (12) on a fly ball to right center field. Mauricio Dubón scores. Ozzie Albies scores.,Yes,126,42.5,Longshot,No,No
2026-09-20,ATL@HOU,Yainer Diaz,HOU,ATL,1,8,Home Run,Yainer Diaz homers (13) on a fly ball to right center field.,Yes,84,47.7,Longshot,No,No
2026-09-20,DET@CWS,Chase Meidroth,CWS,DET,1,5,Home Run,Chase Meidroth homers (15) on a fly ball to left field. Colson Montgomery scores.,Yes,165,35.6,Longshot,No,No
2026-09-20,MIA@SD,Fernando Tatis Jr.,SD,MIA,1,7,Home Run,Fernando Tatis Jr. homers (25) on a fly ball to center field.,Yes,34,55.8,Longshot,No,No
2026-09-20,MIA@SD,Jake Cronenworth,SD,MIA,2,"2, 8",Home Run,Jake Cronenworth homers (6) on a fly ball to right field. Xander Bogaerts scores. / Jake Cronenworth homers (7) on a fly ball to right center field. Xander Bogaerts scores.,Yes,143,40.3,Longshot,No,No
2026-09-20,MIA@SD,Javier Sanoja,MIA,SD,1,7,Home Run,Javier Sanoja homers (10) on a fly ball to left center field. Heriberto Hernández scores. Jakob Marsee scores.,Yes,153,38.3,Longshot,No,No
2026-09-20,MIL@BAL,William Contreras,MIL,BAL,1,4,Home Run,William Contreras homers (18) on a fly ball to left field.,Yes,35,55.8,Longshot,No,No
2026-09-20,MIN@LAA,Alan Roden,MIN,LAA,1,7,Home Run,Alan Roden homers (1) on a fly ball to right field. Brooks Lee scores. Josh Bell scores.,Yes,100,45.8,Longshot,No,No
2026-09-20,NYY@AZ,George Lombard Jr.,NYY,AZ,1,3,Home Run,George Lombard Jr. homers (5) on a fly ball to left field. Luis García Jr. scores.,Yes,101,45.6,Longshot,No,No
2026-09-20,NYY@AZ,Heliot Ramos,NYY,AZ,1,3,Home Run,Heliot Ramos homers (13) on a line drive to left center field.,Yes,24,56.7,Longshot,No,No
2026-09-20,NYY@AZ,Nolan Arenado,AZ,NYY,1,5,Home Run,Nolan Arenado hits a grand slam (27) to left field. Ketel Marte scores. Gabriel Moreno scores. Corbin Carroll scores.,Yes,119,43.3,Longshot,No,No
2026-09-20,NYY@AZ,Spencer Jones,NYY,AZ,1,3,Home Run,Spencer Jones homers (11) on a fly ball to center field.,Yes,9,61.8,Tier 3,Yes,Yes
2026-09-20,SEA@COL,Hunter Goodman,COL,SEA,1,9,Home Run,Hunter Goodman homers (39) on a fly ball to left field.,Yes,30,56.1,Longshot,No,No
2026-09-20,SF@LAD,Tommy Edman,LAD,SF,1,6,Home Run,Tommy Edman homers (7) on a fly ball to right field.,Yes,79,48.6,Longshot,No,No
2026-09-20,TOR@TEX,Jake Burger,TEX,TOR,1,4,Home Run,Jake Burger homers (27) on a fly ball to left center field. Ezequiel Duran scores.,Yes,124,42.9,Longshot,No,No
