date,game,player,team,opponent,hr_count,innings,event,description,appeared_in_rankings,rank,hr_score,tier,top_20,top_10
2026-08-13,BOS@TOR,Caleb Durbin,BOS,TOR,1,8,Home Run,Caleb Durbin hits a grand slam (12) to left field. Ceddanne Rafaela scores. Wilyer Abreu scores. Masataka Yoshida scores.,Yes,96,40.0,Longshot,No,No
2026-08-13,CHC@WSH,Abimelec Ortiz,WSH,CHC,1,5,Home Run,Abimelec Ortiz homers (4) on a fly ball to center field. Andrés Chaparro scores. CJ Abrams scores.,Yes,2,68.8,Tier 3,Yes,Yes
2026-08-13,CIN@CWS,Eugenio Suárez,CIN,CWS,1,1,Home Run,Eugenio Suárez homers (18) on a fly ball to left field. Tyler Stephenson scores.,Yes,43,51.2,Longshot,No,No
2026-08-13,CIN@CWS,Sal Stewart,CIN,CWS,1,1,Home Run,Sal Stewart homers (26) on a fly ball to left field.,Yes,15,58.1,Longshot,Yes,No
2026-08-13,CIN@CWS,Tyler Stephenson,CIN,CWS,1,4,Home Run,Tyler Stephenson homers (11) on a fly ball to left center field. Elly De La Cruz scores. Sal Stewart scores.,Yes,28,53.9,Longshot,No,No
2026-08-13,MIL@LAD,Max Muncy,LAD,MIL,1,6,Home Run,Max Muncy homers (23) on a fly ball to right center field. Tommy Edman scores. Freddie Freeman scores.,No,,,,No,No
2026-08-13,PHI@MIN,Brandon Marsh,PHI,MIN,1,7,Home Run,Brandon Marsh homers (17) on a fly ball to right field. Alec Bohm scores.,Yes,52,50.3,Longshot,No,No
2026-08-13,PHI@MIN,Kyle Schwarber,PHI,MIN,2,"1, 4",Home Run,Kyle Schwarber homers (36) on a fly ball to right field. / Kyle Schwarber homers (37) on a fly ball to right field. Brandon Marsh scores.,Yes,1,70.3,Tier 2,Yes,Yes
2026-08-13,PHI@MIN,Luke Keaschall,MIN,PHI,1,2,Home Run,Luke Keaschall homers (7) on a fly ball to left field.,Yes,97,40.0,Longshot,No,No
2026-08-13,SEA@NYY,Weston Wilson,SEA,NYY,1,2,Home Run,Weston Wilson homers (4) on a fly ball to left center field.,Yes,111,36.4,Longshot,No,No
